bioguide_id,first_name,last_name,congress,chamber,party,state,district,terms_served_before,terms_served_total,years_in_congress,first_term_start,up_for_reelection,senate_class,gender,birthday
D000607,Joe,Donnelly,115,senate,Democrat,IN,,1,4,10.0,2007-01-04,1,1,M,1955-09-29
D000622,Tammy,Duckworth,115,senate,Democrat,IL,,0,2,4.0,2013-01-03,0,3,F,1968-03-12
D000563,Richard,Durbin,115,senate,Democrat,IL,,4,11,34.0,1983-01-03,0,2,M,1944-11-21
E000285,Michael,Enzi,115,senate,Republican,WY,,4,4,20.0,1997-01-07,0,2,M,1944-02-01
E000295,Joni,Ernst,115,senate,Republican,IA,,1,1,2.0,2015-01-06,0,2,F,1970-07-01
F000062,Dianne,Feinstein,115,senate,Democrat,CA,,5,5,24.1,1992-11-10,1,1,F,1933-06-22
F000463,Deb,Fischer,115,senate,Republican,NE,,1,1,4.0,2013-01-03,1,1,F,1951-03-01
F000444,Jeff,Flake,115,senate,Republican,AZ,,1,7,16.0,2001-01-03,1,1,M,1962-12-31
F000457,Alan,Franken,115,senate,Democrat,MN,,2,2,7.5,2009-07-07,0,2,M,1951-05-21
G000562,Cory,Gardner,115,senate,Republican,CO,,1,3,6.0,2011-01-05,0,2,M,1974-08-22
G000555,Kirsten,Gillibrand,115,senate,Democrat,NY,,2,4,10.0,2007-01-04,1,1,F,1966-12-09
G000359,Lindsey,Graham,115,senate,Republican,SC,,3,7,22.0,1995-01-04,0,2,M,1955-07-09
G000386,Charles,Grassley,115,senate,Republican,IA,,6,9,42.0,1975-01-14,0,3,M,1933-09-17
H001075,Kamala,Harris,115,senate,Democrat,CA,,0,0,0.0,2017-01-03,0,3,F,1964-10-20
H001076,Margaret,Hassan,115,senate,Democrat,NH,,0,0,0.0,2017-01-03,0,3,F,1958-02-27
H000338,Orrin,Hatch,115,senate,Republican,UT,,7,7,40.0,1977-01-04,1,1,M,1934-03-22
H001046,Martin,Heinrich,115,senate,Democrat,NM,,1,3,8.0,2009-01-06,1,1,M,1971-10-17
H001069,Heidi,Heitkamp,115,senate,Democrat,ND,,1,1,4.0,2013-01-03,1,1,F,1955-10-30
H001041,Dean,Heller,115,senate,Republican,NV,,2,5,10.0,2007-01-04,1,1,M,1960-05-10
H001042,Mazie,Hirono,115,senate,Democrat,HI,,1,4,10.0,2007-01-04,1,1,F,1947-11-03
H001061,John,Hoeven,115,senate,Republican,ND,,1,1,6.0,2011-01-05,0,3,M,1957-03-13
H001079,Cindy,Hyde-Smith,115,senate,Republican,MS,,0,0,-1.3,2018-04-09,0,2,F,1959-05-10
I000024,James,Inhofe,115,senate,Republican,OK,,5,9,30.0,1987-01-06,0,2,M,1934-11-17
I000055,John,Isakson,115,senate,Republican,GA,,2,5,18.0,1999-01-06,0,3,M,1944-12-28
J000293,Ron,Johnson,115,senate,Republican,WI,,1,1,6.0,2011-01-05,0,3,M,1955-04-08
J000300,Doug,Jones,115,senate,Democrat,AL,,0,0,-1.0,2018-01-03,0,2,M,1954-05-04
K000384,Timothy,Kaine,115,senate,Democrat,VA,,1,1,4.0,2013-01-03,1,1,M,1958-02-26
K000393,John,Kennedy,115,senate,Republican,LA,,0,0,0.0,2017-01-03,0,3,M,1951-11-21
K000383,Angus,King,115,senate,Independent,ME,,1,1,4.0,2013-01-03,1,1,M,1944-03-31
K000367,Amy,Klobuchar,115,senate,Democrat,MN,,2,2,10.0,2007-01-04,1,1,F,1960-05-25
K000352,Jon,Kyl,115,senate,Republican,AZ,,3,7,30.0,1987-01-06,1,3,M,1942-04-25
L000575,James,Lankford,115,senate,Republican,OK,,1,3,6.0,2011-01-05,0,3,M,1968-03-04
L000174,Patrick,Leahy,115,senate,Democrat,VT,,7,7,42.0,1975-01-14,0,3,M,1940-03-31
L000577,Mike,Lee,115,senate,Republican,UT,,1,1,6.0,2011-01-05,0,3,M,1971-06-04
M001183,Joe,Manchin,115,senate,Democrat,WV,,2,2,6.1,2010-11-15,1,1,M,1947-08-24
M000133,Edward,Markey,115,senate,Democrat,MA,,2,22,42.0,1975-01-14,0,2,M,1946-07-11
M000303,John,McCain,115,senate,Republican,AZ,,5,7,34.0,1983-01-03,1,3,M,1936-08-29
M001170,Claire,McCaskill,115,senate,Democrat,MO,,2,2,10.0,2007-01-04,1,1,F,1953-07-24
M000355,Mitch,McConnell,115,senate,Republican,KY,,6,6,32.0,1985-01-03,0,2,M,1942-02-20
M000639,Robert,Menendez,115,senate,Democrat,NJ,,3,10,24.0,1993-01-05,1,1,M,1954-01-01
M001176,Jeff,Merkley,115,senate,Democrat,OR,,2,2,8.0,2009-01-06,0,2,M,1956-10-24
M000934,Jerry,Moran,115,senate,Republican,KS,,1,8,20.0,1997-01-07,0,3,M,1954-05-29
M001153,Lisa,Murkowski,115,senate,Republican,AK,,3,3,14.0,2003-01-07,0,3,F,1957-05-22
M001169,Christopher,Murphy,115,senate,Democrat,CT,,1,4,10.0,2007-01-04,1,1,M,1973-08-03
M001111,Patty,Murray,115,senate,Democrat,WA,,4,4,24.0,1993-01-05,0,3,F,1950-10-11
N000032,Bill,Nelson,115,senate,Democrat,FL,,3,9,38.0,1979-01-15,1,1,M,1942-09-29
P000603,Rand,Paul,115,senate,Republican,KY,,1,1,6.0,2011-01-05,0,3,M,1963-01-07
P000612,David,Perdue,115,senate,Republican,GA,,1,1,2.0,2015-01-06,0,2,M,1949-12-10
P000595,Gary,Peters,115,senate,Democrat,MI,,1,4,8.0,2009-01-06,0,2,M,1958-12-01
P000449,Robert,Portman,115,senate,Republican,OH,,1,8,23.7,1993-05-04,0,3,M,1955-12-19
R000122,John,Reed,115,senate,Democrat,RI,,4,7,26.0,1991-01-03,0,2,M,1949-11-12
R000584,James,Risch,115,senate,Republican,ID,,2,2,8.0,2009-01-06,0,2,M,1943-05-03
R000307,Pat,Roberts,115,senate,Republican,KS,,4,12,36.0,1981-01-05,0,2,M,1936-04-20
R000605,Mike,Rounds,115,senate,Republican,SD,,1,1,2.0,2015-01-06,0,2,M,1954-10-24
R000595,Marco,Rubio,115,senate,Republican,FL,,1,1,6.0,2011-01-05,0,3,M,1971-05-28
S000033,Bernard,Sanders,115,senate,Independent,VT,,2,10,26.0,1991-01-03,1,1,M,1941-09-08
S001197,Benjamin,Sasse,115,senate,Republican,NE,,1,1,2.0,2015-01-06,0,2,M,1972-02-22
S001194,Brian,Schatz,115,senate,Democrat,HI,,2,2,4.0,2012-12-27,0,3,M,1972-10-20
S000148,Charles,Schumer,115,senate,Democrat,NY,,3,12,36.0,1981-01-05,0,3,M,1950-11-23
S001184,Tim,Scott,115,senate,Republican,SC,,2,3,6.0,2011-01-05,0,3,M,1965-09-19
S001141,Jefferson,Sessions,115,senate,Republican,AL,,4,4,20.0,1997-01-07,0,2,M,1946-12-24
S001181,Jeanne,Shaheen,115,senate,Democrat,NH,,2,2,8.0,2009-01-06,0,2,F,1947-01-28
S000320,Richard,Shelby,115,senate,Republican,AL,,5,9,38.0,1979-01-15,0,3,M,1934-05-06
S001203,Tina,Smith,115,senate,Democrat,MN,,0,0,-1.0,2018-01-03,0,2,F,1958-03-04
S000770,Debbie,Stabenow,115,senate,Democrat,MI,,3,5,20.0,1997-01-07,1,1,F,1950-04-29
S001202,Luther,Strange,115,senate,Republican,AL,,0,0,-0.1,2017-02-09,0,2,M,1953-03-01
S001198,Dan,Sullivan,115,senate,Republican,AK,,1,1,2.0,2015-01-06,0,2,M,1964-11-13
T000464,Jon,Tester,115,senate,Democrat,MT,,2,2,10.0,2007-01-04,1,1,M,1956-08-21
T000250,John,Thune,115,senate,Republican,SD,,2,5,20.0,1997-01-07,0,3,M,1961-01-07
T000476,Thom,Tillis,115,senate,Republican,NC,,1,1,2.0,2015-01-06,0,2,M,1960-08-30
T000461,Patrick,Toomey,115,senate,Republican,PA,,1,4,18.0,1999-01-06,0,3,M,1961-11-17
U000039,Tom,Udall,115,senate,Democrat,NM,,2,7,18.0,1999-01-06,0,2,M,1948-05-18
V000128,Chris,Van Hollen,115,senate,Democrat,MD,,0,7,14.0,2003-01-07,0,3,M,1959-01-10
W000805,Mark,Warner,115,senate,Democrat,VA,,2,2,8.0,2009-01-06,0,2,M,1954-12-15
W000817,Elizabeth,Warren,115,senate,Democrat,MA,,1,1,4.0,2013-01-03,1,1,F,1949-06-22
W000802,Sheldon,Whitehouse,115,senate,Democrat,RI,,2,2,10.0,2007-01-04,1,1,M,1955-10-20
W000437,Roger,Wicker,115,senate,Republican,MS,,2,9,22.0,1995-01-04,1,1,M,1951-07-05
W000779,Ron,Wyden,115,senate,Democrat,OR,,4,12,36.0,1981-01-05,0,3,M,1949-05-03
Y000064,Todd,Young,115,senate,Republican,IN,,0,3,6.0,2011-01-05,0,3,M,1972-08-24
