bioguide_id,committee_name,policy_area
B001230,Committee on Armed Services,Defense
B001230,Committee on Finance,Macroeconomics
B001230,"Committee on Health, Education, Labor, and Pensions",Health
B001230,Joint Committee on Taxation,Macroeconomics
B001230,"Committee on Commerce, Science, and Transportation",Domestic Commerce
B001230,Special Committee on Aging,Social Welfare
B001230,Committee on Homeland Security and Governmental Affairs,Government Operations
B001230,Committee on Natural Resources,Public Lands
B001230,Select Committee on Intelligence,Defense
B001230,Committee on Commerce,Domestic Commerce
B001230,Committee on Energy and Commerce,Energy
B001230,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
B001230,Committee on the Judiciary,Law and Crime
B001236,Committee on the Judiciary,Law and Crime
B001236,Committee on Appropriations,Macroeconomics
B001236,Committee on Veterans' Affairs,Social Welfare
B001236,Select Committee on Intelligence,Defense
B001236,Committee on Foreign Relations,International Affairs
B001236,Committee on Foreign Affairs,International Affairs
B001236,Committee on the Budget,Macroeconomics
B001236,"Committee on Commerce, Science, and Transportation",Domestic Commerce
B001236,Committee on Homeland Security and Governmental Affairs,Government Operations
B001236,Committee on Armed Services,Defense
B001236,Committee on Environment and Public Works,Environment
B001236,"Committee on Banking, Housing, and Urban Affairs",Housing
B001236,Committee on Finance,Macroeconomics
B001236,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
B001236,"Committee on Health, Education, Labor, and Pensions",Health
B001236,Committee on Energy and Commerce,Energy
B001236,Committee on Ways and Means,Macroeconomics
B001236,Committee on Energy and Natural Resources,Energy
B001236,Committee on Natural Resources,Public Lands
B001236,Committee on Interior and Insular Affairs,
B001236,Committee on Agriculture,Agriculture
B001236,Committee on Transportation and Infrastructure,Transportation
B001236,Committee on Homeland Security,Defense
B001236,Committee on Education,Education
B001243,Committee on Transportation and Infrastructure,Transportation
B001243,Committee on Energy and Commerce,Energy
B001243,Committee on Homeland Security,Defense
B001243,Committee on Homeland Security and Governmental Affairs,Government Operations
B001243,"Committee on Commerce, Science, and Transportation",Domestic Commerce
B001243,Committee on Appropriations,Macroeconomics
B001243,Committee on the Judiciary,Law and Crime
B001243,Committee on Rules,Government Operations
B001243,Committee on Ways and Means,Macroeconomics
B001243,Committee on Education and the Workforce,Education
B001243,Committee on the Budget,Macroeconomics
B001243,Committee on Agriculture,Agriculture
B001243,Committee on Armed Services,Defense
B001243,Committee on Financial Services,Domestic Commerce
B001243,Committee on Natural Resources,Public Lands
B001243,Committee on Oversight and Government Reform,Government Operations
B001243,"Committee on Science, Space, and Technology",Technology
B001243,Committee on Veterans' Affairs,Social Welfare
B001243,Committee on Foreign Affairs,International Affairs
B001243,Committee on House Administration,Government Operations
B001243,Committee on Small Business,Domestic Commerce
B001243,Joint Committee on Taxation,Macroeconomics
B001243,Committee on Finance,Macroeconomics
B001243,"Committee on Health, Education, Labor, and Pensions",Health
B001243,Joint Committee on the Library,
B001243,Committee on Rules and Administration,Government Operations
B001243,Joint Committee on Printing,
B001243,House Permanent Select Committee on Intelligence,Defense
B001243,Committee on Energy and Natural Resources,Energy
B001243,Select Committee on Energy Independence and Global Warming,
B001243,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,
B001243,Committee on Oversight,Government Operations
B001243,Permanent Select Committee on Intelligence,Defense
B001243,Committee on Public Works,
B001243,Committee on Environment and Public Works,Environment
B001243,Committee on Commerce,Domestic Commerce
B001243,Committee on Science,Technology
B001243,Committee on Education and Labor,Education
B001243,Select Investigative Panel of the Committee on Energy and Commerce,Energy
B001245,Committee on Natural Resources,Public Lands
B001245,Committee on Education,Education
B001245,Committee on Agriculture,Agriculture
B001245,Committee on Armed Services,Defense
B001245,Committee on Education and the Workforce,Education
B001245,Committee on Energy and Commerce,Energy
B001245,Committee on Energy and Natural Resources,Energy
B001245,Committee on Transportation and Infrastructure,Transportation
B001245,Committee on Veterans' Affairs,Social Welfare
B001245,Committee on Appropriations,Macroeconomics
B001245,Committee on Ways and Means,Macroeconomics
B001245,Committee on Financial Services,Domestic Commerce
B001245,Committee on Oversight and Government Reform,Government Operations
B001245,"Committee on Science, Space, and Technology",Technology
B001245,Committee on Small Business,Domestic Commerce
B001245,Committee on Homeland Security,Defense
B001245,House Permanent Select Committee on Intelligence,Defense
B001245,"Committee on Commerce, Science, and Transportation",Domestic Commerce
B001245,Select Committee on Intelligence,Defense
B001245,Committee on Foreign Affairs,International Affairs
B001245,Committee on Foreign Relations,International Affairs
B001245,"Committee on Health, Education, Labor, and Pensions",Health
B001245,Committee on Homeland Security and Governmental Affairs,Government Operations
B001245,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
B001245,Committee on Commerce,Domestic Commerce
B001245,Committee on Science,Technology
B001245,Committee on Small Business and Entrepreneurship,Domestic Commerce
B001245,Committee on Rules,Government Operations
B001245,Committee on the Judiciary,Law and Crime
B001245,Ad Hoc Committee on Energy,
B001245,Committee on Finance,Macroeconomics
B001248,Committee on Rules,Government Operations
B001248,Committee on Transportation and Infrastructure,Transportation
B001248,Committee on Energy and Commerce,Energy
B001248,Committee on Ways and Means,Macroeconomics
B001248,Joint Committee on Taxation,Macroeconomics
B001248,Committee on Financial Services,Domestic Commerce
B001248,Committee on the Judiciary,Law and Crime
B001248,Committee on Appropriations,Macroeconomics
B001248,Committee on Homeland Security,Defense
B001248,Committee on Education and the Workforce,Education
B001248,"Committee on Science, Space, and Technology",Technology
B001248,Committee on Finance,Macroeconomics
B001248,Committee on Armed Services,Defense
B001248,Committee on Foreign Relations,International Affairs
B001248,Committee on Foreign Affairs,International Affairs
B001248,Committee on Public Works,
B001248,"Committee on Banking, Housing, and Urban Affairs",Housing
B001248,Committee on Natural Resources,Public Lands
B001248,"Committee on Commerce, Science, and Transportation",Domestic Commerce
B001248,Committee on Energy and Natural Resources,Energy
B001248,Ad Hoc Committee on Energy,
B001248,Committee on the Budget,Macroeconomics
B001248,Committee on Oversight and Government Reform,Government Operations
B001248,Committee on Agriculture,Agriculture
B001248,"Committee on Health, Education, Labor, and Pensions",Health
B001248,Committee on Environment and Public Works,Environment
B001248,Committee on Small Business and Entrepreneurship,Domestic Commerce
B001248,Committee on Small Business,Domestic Commerce
B001250,Committee on Natural Resources,Public Lands
B001250,Committee on Armed Services,Defense
B001250,Committee on Foreign Relations,International Affairs
B001250,Committee on Foreign Affairs,International Affairs
B001250,Committee on Homeland Security,Defense
B001250,Committee on the Judiciary,Law and Crime
B001250,"Committee on Science, Space, and Technology",Technology
B001250,Committee on Financial Services,Domestic Commerce
B001250,Committee on Transportation and Infrastructure,Transportation
B001250,Committee on Agriculture,Agriculture
B001250,Ad Hoc Committee on Energy,
B001250,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
B001250,Committee on Energy and Natural Resources,Energy
B001250,Committee on Veterans' Affairs,Social Welfare
B001250,Committee on Rules,Government Operations
B001250,Committee on Oversight and Government Reform,Government Operations
B001250,Committee on Ways and Means,Macroeconomics
B001250,Committee on Energy and Commerce,Energy
B001250,"Committee on Banking, Housing, and Urban Affairs",Housing
B001250,Committee on Appropriations,Macroeconomics
B001250,Permanent Select Committee on Intelligence,Defense
B001250,Committee on Government Operations,
B001250,House Permanent Select Committee on Intelligence,Defense
B001250,Select Committee on Intelligence,Defense
B001250,Committee on Education and the Workforce,Education
B001250,Committee on Small Business,Domestic Commerce
B001250,Committee on Small Business and Entrepreneurship,Domestic Commerce
B001250,Committee on Finance,Macroeconomics
B001250,Committee on Environment and Public Works,Environment
B001250,Committee on Indian Affairs,Civil Rights
B001250,Committee on Public Works,
B001250,Committee on Commerce,Domestic Commerce
B001250,Committee on Science,Technology
B001250,Committee on the Budget,Macroeconomics
B001251,Committee on Education and the Workforce,Education
B001251,Committee on Energy and Commerce,Energy
B001251,Committee on the Judiciary,Law and Crime
B001251,Committee on Ways and Means,Macroeconomics
B001251,Committee on the Budget,Macroeconomics
B001251,Committee on Agriculture,Agriculture
B001251,Committee on Armed Services,Defense
B001251,Committee on Financial Services,Domestic Commerce
B001251,Committee on Homeland Security,Defense
B001251,Committee on Natural Resources,Public Lands
B001251,Committee on Oversight and Government Reform,Government Operations
B001251,"Committee on Science, Space, and Technology",Technology
