interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
American College of Physicians-American Society of Internal Medicine (ACP-ASIM),256,American College of Physicians-American Society of Internal Medicine (ACP-ASIM),American College of Physicians-American Society of Internal Medicine (ACP-ASIM),100,American College of Physicians,American College of Physicians,,ACP,True,False,False,False,True
American College of Preventive Medicine,257,American College of Preventive Medicine,American College of Preventive Medicine,100,American College of Preventive Medicine,American College of Preventive Medicine,ACPM,ACPM,True,True,False,False,False
American College of Radiology,258,American College of Radiology,American College of Radiology,100,American College of Radiology,American College of Radiology,ACR,ACR,True,True,False,False,False
American College of Surgeons,259,American College of Surgeons,American College of Surgeons,100,American College of Surgeons,American College of Surgeons,ACS,ACS,True,True,False,False,False
American College of Tax Counsel,260,American College of Tax Counsel,American College of Tax Counsel,100,American College of Tax Counsel,American College of Tax Counsel,ACTC,,True,True,False,False,True
American Committee for the Weizmann Institute of Science,262,American Committee for the Weizmann Institute of Science,American Committee for the Weizmann Institute of Science,73,Weizmann Women & Science Award,American Committee for the Weizmann Institute of Science,ACWIS,,True,False,False,True,True
American Congress on Surveying and Mapping,263,American Congress on Surveying and Mapping,American Congress on Surveying and Mapping,100,American Congress on Surveying and Mapping,National Society of Professional Surveyors,ACSM,NSPS,True,True,False,True,True
American Conservative Union,264,American Conservative Union,American Conservative Union,100,American Conservative Union,American Conservative Union,ACU,ACU,True,True,False,False,False
American Corporate Counsel Association,266,American Corporate Counsel Association,American Corporate Counsel Association,95,Association of Corporate Counsel,Association of Corporate Counsel,ACCA,ACC,True,False,False,False,True
American Correctional Association,267,American Correctional Association,American Correctional Association,100,American Correctional Association,American Correctional Association,MCM,ACA,True,True,False,False,True
American Council for an Energy-Efficient Economy,269,American Council for an Energy-Efficient Economy,American Council for an Energy-Efficient Economy,100,American Council for an Energy-Efficient Economy,American Council for an Energy-Efficient Economy,ACEEE,ACEEE,True,True,False,False,False
American Council for Capital Formation,270,American Council for Capital Formation,American Council for Capital Formation,100,American Council for Capital Formation,American Council for Capital Formation,ACCF,ACCF,True,True,False,False,False
American Council of Independent Laboratories,271,American Council of Independent Laboratories,American Council of Independent Laboratories,77,Abbott Laboratories,American Council of Independent Laboratories,,ACIL,True,False,False,True,True
American Council of Life Insurers,272,American Council of Life Insurers,American Council of Life Insurers,100,American Council of Life Insurers,American Council of Life Insurers,ACLI,ACLI,True,True,False,False,False
American Council of Young Political Leaders,273,American Council of Young Political Leaders,American Council of Young Political Leaders,35,El Pomar Foundation,American Council of Young Political Leaders,CPCD,ACYPL,True,False,False,True,True
American Council on Education,274,American Council on Education,American Council on Education,100,American Council on Education,American Council on Education,ACE,ACE,True,True,False,False,False
"American Council on International Personnel, Inc.",275,"American Council on International Personnel, Inc.","American Council on International Personnel, Inc.",88,American International Group,American Council on International Personnel,,ACIP,True,False,False,True,True
American Councils for International Education: ACTR/ACCELS,276,American Councils for International Education: ACTR/ACCELS,American Councils for International Education: ACTR/ACCELS,24,The Seagull,American Councils for International Education,,,True,False,False,True,False
American Dental Association,280,American Dental Association,American Dental Association,100,American Dental Association,American Dental Association,ADA,ADA,True,True,False,False,False
American Dental Education Association,281,American Dental Education Association,American Dental Education Association,100,American Dental Education Association,American Dental Education Association,ADEA,ADEA,True,True,False,False,False
American Diabetes Association,283,American Diabetes Association,American Diabetes Association,100,American Diabetes Association,American Diabetes Association,ADA,ADA,True,True,False,False,False
American Dietetic Association,284,American Dietetic Association,American Dietetic Association,48,Academy of Nutrition and Dietetics,Academy of Nutrition and Dietetics,,,True,False,False,False,False
American Edged Products Manufacturers Association,285,American Edged Products Manufacturers Association,American Edged Products Manufacturers Association,71,National Electrical Manufacturers Association,American Knife Manufacturers Association,,,True,False,False,True,False
American Educational Research Association,286,American Educational Research Association,American Educational Research Association,100,American Educational Research Association,American Educational Research Association,,AERA,True,True,False,False,True
American Farm Bureau Federation,291,American Farm Bureau Federation,American Farm Bureau Federation,100,American Farm Bureau Federation,American Farm Bureau Federation,AFBF,AFBF,True,True,False,False,False
American Farmland Trust,292,American Farmland Trust,American Farmland Trust,100,American Farmland Trust,American Farmland Trust,AFT,AFT,True,True,False,False,False
American Federation for Medical Research,293,American Federation for Medical Research,American Federation for Medical Research,91,American Federation for Aging Research,American Federation for Medical Research,,AFMR,True,False,False,True,True
American Federation of School Administrators,298,American Federation of School Administrators,American Federation of School Administrators,100,American Federation of School Administrators,American Federation of School Administrators,AFSA,AFSA,True,True,False,False,False
"American Federation of State, County and Municipal Employees",299,"American Federation of State, County and Municipal Employees","American Federation of State, County and Municipal Employees",100,"American Federation of State, County and Municipal Employees","American Federation of State, County and Municipal Employees",AFSCME,AFSCME,True,True,False,False,False
American Federation of Teachers,301,American Federation of Teachers,American Federation of Teachers,100,American Federation of Teachers,American Federation of Teachers,AFT,AFT,True,True,False,False,False
American Feed Industry Association,302,American Feed Industry Association,American Feed Industry Association,100,American Feed Industry Association,American Feed Industry Association,AFIA,AFIA,True,True,False,False,False
American Fiber Manufacturers Association,304,American Fiber Manufacturers Association,American Fiber Manufacturers Association,62,Glass fiber,American Fiber Manufacturers Association,,AFMA,True,False,False,True,True
American Financial Services Association,305,American Financial Services Association,American Financial Services Association,100,American Financial Services Association,American Financial Services Association,AFSA,AFSA,True,True,False,False,False
American Fisheries Society,306,American Fisheries Society,American Fisheries Society,100,American Fisheries Society,American Fisheries Society,AFS,AFS,True,True,False,False,False
American Foreign Service Association,307,American Foreign Service Association,American Foreign Service Association,100,American Foreign Service Association,American Foreign Service Association,AFSA,AFSA,True,True,False,False,False
