interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
American Chemistry Council,235,American Chemistry Council,American Chemistry Council,100,American Chemistry Council,American Chemistry Council,ACC,ACC,TRUE,TRUE,FALSE,FALSE,FALSE
American Chiropractic Association,236,American Chiropractic Association,American Chiropractic Association,100,American Chiropractic Association,American Chiropractic Association,ACA,ACA,TRUE,TRUE,FALSE,FALSE,FALSE
American Citizens Abroad,237,American Citizens Abroad,American Citizens Abroad,100,American Citizens Abroad,American Citizens Abroad,ACA,ACA,TRUE,TRUE,FALSE,FALSE,FALSE
American Civil Liberties Union,238,American Civil Liberties Union,American Civil Liberties Union,100,American Civil Liberties Union,American Civil Liberties Union,ACLU,ACLU,TRUE,TRUE,FALSE,FALSE,FALSE
American Civil Liberties Union of the National Capital Area,239,American Civil Liberties Union of the National Capital Area,American Civil Liberties Union of the National Capital Area,100,American Civil Liberties Union,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Clinical Laboratory Association,240,American Clinical Laboratory Association,American Clinical Laboratory Association,71,Medical laboratory,,,ACLA,TRUE,FALSE,FALSE,TRUE,TRUE
American Coalition for Filipino Veterans,241,American Coalition for Filipino Veterans,American Coalition for Filipino Veterans,33,Vietnam veteran,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Coke and Coal Chemicals Institute,243,American Coke and Coal Chemicals Institute,American Coke and Coal Chemicals Institute,62,Coke (fuel),,,,TRUE,FALSE,FALSE,TRUE,FALSE
American College of Cardiology,244,American College of Cardiology,American College of Cardiology,100,American College of Cardiology,American College of Cardiology,ACC,ACC,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Clinical Pharmacy,245,American College of Clinical Pharmacy,American College of Clinical Pharmacy,100,Clinical pharmacy,,,ACCP,TRUE,FALSE,FALSE,TRUE,TRUE
American College of Dentists,247,American College of Dentists,American College of Dentists,100,College,,,ACD,TRUE,FALSE,FALSE,TRUE,TRUE
American College of Emergency Physicians,248,American College of Emergency Physicians,American College of Emergency Physicians,100,American College of Emergency Physicians,American College of Emergency Physicians,ACEP,ACEP,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Gastroenterology,249,American College of Gastroenterology,American College of Gastroenterology,100,American College of Gastroenterology,American College of Gastroenterology,ACG,ACG,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Nurse Practitioners,250,American College of Nurse Practitioners,American College of Nurse Practitioners,89,American Association of Nurse Practitioners,American Association of Nurse Practitioners,AANP,AANP,TRUE,FALSE,FALSE,FALSE,FALSE
American College of Nurse-Midwives,252,American College of Nurse-Midwives,American College of Nurse-Midwives,100,American College of Nurse-Midwives,American College of Nurse-Midwives,ACNM,ACNM,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Obstetricians and Gynecologists,253,American College of Obstetricians and Gynecologists,American College of Obstetricians and Gynecologists,100,American College of Obstetricians and Gynecologists,American College of Obstetricians and Gynecologists,ACOG,ACOG,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Osteopathic Surgeons,255,American College of Osteopathic Surgeons,American College of Osteopathic Surgeons,76,Chicago College of Osteopathic Medicine,,,ACOS,TRUE,FALSE,FALSE,TRUE,TRUE
American College of Physicians-American Society of Internal Medicine (ACP-ASIM),256,American College of Physicians-American Society of Internal Medicine (ACP-ASIM),American College of Physicians-American Society of Internal Medicine (ACP-ASIM),100,American College of Physicians,American College of Physicians,,ACP,TRUE,FALSE,FALSE,FALSE,TRUE
American College of Preventive Medicine,257,American College of Preventive Medicine,American College of Preventive Medicine,100,American College of Preventive Medicine,American College of Preventive Medicine,ACPM,ACPM,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Radiology,258,American College of Radiology,American College of Radiology,100,American College of Radiology,American College of Radiology,ACR,ACR,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Surgeons,259,American College of Surgeons,American College of Surgeons,100,American College of Surgeons,American College of Surgeons,ACS,ACS,TRUE,TRUE,FALSE,FALSE,FALSE
American College of Tax Counsel,260,American College of Tax Counsel,American College of Tax Counsel,100,American College of Tax Counsel,American College of Tax Counsel,ACTC,,TRUE,TRUE,FALSE,FALSE,TRUE
American Committee for the Weizmann Institute of Science,262,American Committee for the Weizmann Institute of Science,American Committee for the Weizmann Institute of Science,73,Weizmann Women & Science Award,,ACWIS,,TRUE,FALSE,FALSE,TRUE,TRUE
American Congress on Surveying and Mapping,263,American Congress on Surveying and Mapping,American Congress on Surveying and Mapping,100,American Congress on Surveying and Mapping,National Society of Professional Surveyors,ACSM,NSPS,TRUE,TRUE,FALSE,TRUE,TRUE
American Conservative Union,264,American Conservative Union,American Conservative Union,100,American Conservative Union,American Conservative Union,ACU,ACU,TRUE,TRUE,FALSE,FALSE,FALSE
American Corporate Counsel Association,266,American Corporate Counsel Association,American Corporate Counsel Association,95,Association of Corporate Counsel,Association of Corporate Counsel,ACCA,ACC,TRUE,FALSE,FALSE,FALSE,TRUE
American Correctional Association,267,American Correctional Association,American Correctional Association,100,American Correctional Association,American Correctional Association,MCM,ACA,TRUE,TRUE,FALSE,FALSE,TRUE
American Council for an Energy-Efficient Economy,269,American Council for an Energy-Efficient Economy,American Council for an Energy-Efficient Economy,100,American Council for an Energy-Efficient Economy,American Council for an Energy-Efficient Economy,ACEEE,ACEEE,TRUE,TRUE,FALSE,FALSE,FALSE
American Council for Capital Formation,270,American Council for Capital Formation,American Council for Capital Formation,100,American Council for Capital Formation,American Council for Capital Formation,ACCF,ACCF,TRUE,TRUE,FALSE,FALSE,FALSE
American Council of Independent Laboratories,271,American Council of Independent Laboratories,American Council of Independent Laboratories,77,Abbott Laboratories,,,ACIL,TRUE,FALSE,FALSE,TRUE,TRUE
American Council of Life Insurers,272,American Council of Life Insurers,American Council of Life Insurers,100,American Council of Life Insurers,American Council of Life Insurers,ACLI,ACLI,TRUE,TRUE,FALSE,FALSE,FALSE
American Council of Young Political Leaders,273,American Council of Young Political Leaders,American Council of Young Political Leaders,35,El Pomar Foundation,,CPCD,ACYPL,TRUE,FALSE,FALSE,TRUE,TRUE
American Council on Education,274,American Council on Education,American Council on Education,100,American Council on Education,American Council on Education,ACE,ACE,TRUE,TRUE,FALSE,FALSE,FALSE
"American Council on International Personnel, Inc.",275,"American Council on International Personnel, Inc.","American Council on International Personnel, Inc.",88,American International Group,American Council on International Personnel,,ACIP,TRUE,FALSE,FALSE,TRUE,TRUE
American Councils for International Education: ACTR/ACCELS,276,American Councils for International Education: ACTR/ACCELS,American Councils for International Education: ACTR/ACCELS,24,The Seagull,American Councils for International Education,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Dental Association,280,American Dental Association,American Dental Association,100,American Dental Association,American Dental Association,ADA,ADA,TRUE,TRUE,FALSE,FALSE,FALSE
American Dental Education Association,281,American Dental Education Association,American Dental Education Association,100,American Dental Education Association,American Dental Education Association,ADEA,ADEA,TRUE,TRUE,FALSE,FALSE,FALSE
American Diabetes Association,283,American Diabetes Association,American Diabetes Association,100,American Diabetes Association,American Diabetes Association,ADA,ADA,TRUE,TRUE,FALSE,FALSE,FALSE
American Dietetic Association,284,American Dietetic Association,American Dietetic Association,48,Academy of Nutrition and Dietetics,Academy of Nutrition and Dietetics,,,TRUE,FALSE,FALSE,FALSE,FALSE
American Edged Products Manufacturers Association,285,American Edged Products Manufacturers Association,American Edged Products Manufacturers Association,71,National Electrical Manufacturers Association,American Knife Manufacturers Association,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Educational Research Association,286,American Educational Research Association,American Educational Research Association,100,American Educational Research Association,American Educational Research Association,,AERA,TRUE,TRUE,FALSE,FALSE,TRUE
American Farm Bureau Federation,291,American Farm Bureau Federation,American Farm Bureau Federation,100,American Farm Bureau Federation,American Farm Bureau Federation,AFBF,AFBF,TRUE,TRUE,FALSE,FALSE,FALSE
American Farmland Trust,292,American Farmland Trust,American Farmland Trust,100,American Farmland Trust,American Farmland Trust,AFT,AFT,TRUE,TRUE,FALSE,FALSE,FALSE
American Federation for Medical Research,293,American Federation for Medical Research,American Federation for Medical Research,91,American Federation for Aging Research,,,AFMR,TRUE,FALSE,FALSE,TRUE,TRUE
American Federation of School Administrators,298,American Federation of School Administrators,American Federation of School Administrators,100,American Federation of School Administrators,American Federation of School Administrators,AFSA,AFSA,TRUE,TRUE,FALSE,FALSE,FALSE
"American Federation of State, County and Municipal Employees",299,"American Federation of State, County and Municipal Employees","American Federation of State, County and Municipal Employees",100,"American Federation of State, County and Municipal Employees","American Federation of State, County and Municipal Employees",AFSCME,AFSCME,TRUE,TRUE,FALSE,FALSE,FALSE
American Federation of Teachers,301,American Federation of Teachers,American Federation of Teachers,100,American Federation of Teachers,American Federation of Teachers,AFT,AFT,TRUE,TRUE,FALSE,FALSE,FALSE
American Feed Industry Association,302,American Feed Industry Association,American Feed Industry Association,100,American Feed Industry Association,American Feed Industry Association,AFIA,AFIA,TRUE,TRUE,FALSE,FALSE,FALSE
American Fiber Manufacturers Association,304,American Fiber Manufacturers Association,American Fiber Manufacturers Association,62,Glass fiber,,,AFMA,TRUE,FALSE,FALSE,TRUE,TRUE
American Financial Services Association,305,American Financial Services Association,American Financial Services Association,100,American Financial Services Association,American Financial Services Association,AFSA,AFSA,TRUE,TRUE,FALSE,FALSE,FALSE
American Fisheries Society,306,American Fisheries Society,American Fisheries Society,100,American Fisheries Society,American Fisheries Society,AFS,AFS,TRUE,TRUE,FALSE,FALSE,FALSE
American Foreign Service Association,307,American Foreign Service Association,American Foreign Service Association,100,American Foreign Service Association,American Foreign Service Association,AFSA,AFSA,TRUE,TRUE,FALSE,FALSE,FALSE
American Forest & Paper Association,308,American Forest & Paper Association,American Forest & Paper Association,100,American Forest & Paper Association,American Forest & Paper Association,,AF&PA,TRUE,TRUE,FALSE,FALSE,TRUE
American Forest Foundation,309,American Forest Foundation,American Forest Foundation,39,Tree plantation,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Forests,310,American Forests,American Forests,100,American Forests,American Forests,AFA,AF,TRUE,TRUE,FALSE,FALSE,TRUE
American Foundation for the Blind - Governmental Relations Group,312,American Foundation for the Blind - Governmental Relations Group,American Foundation for the Blind - Governmental Relations Group,47,China–United States relations,American Foundation for the Blind,,AFB,TRUE,FALSE,FALSE,TRUE,TRUE
American Friends of Lubavitch,313,American Friends of Lubavitch,American Friends of Lubavitch,23,Chabad,,,,TRUE,FALSE,FALSE,TRUE,FALSE
American Friends Service Committee,314,American Friends Service Committee,American Friends Service Committee,100,American Friends Service Committee,American Friends Service Committee,AFSC,AFSC,TRUE,TRUE,FALSE,FALSE,FALSE
American Frozen Food Institute,315,American Frozen Food Institute,American Frozen Food Institute,100,American Frozen Food Institute,American Frozen Food Institute,AFFI,AFFI,TRUE,TRUE,FALSE,FALSE,FALSE
American Health Information Management Association,327,American Health Information Management Association,American Health Information Management Association,100,American Health Information Management Association,American Health Information Management Association,AHIMA,AHIMA,TRUE,TRUE,FALSE,FALSE,FALSE
American Health Lawyers Association,328,American Health Lawyers Association,American Health Lawyers Association,94,American Health Law Association,American Health Law Association,,AHLA,TRUE,FALSE,FALSE,FALSE,TRUE
American Health Quality Association,329,American Health Quality Association,American Health Quality Association,85,Health care quality,,,AHQA,TRUE,FALSE,FALSE,TRUE,TRUE
American Heart Association,330,American Heart Association,American Heart Association,100,American Heart Association,American Heart Association,AHA,AHA,TRUE,TRUE,FALSE,FALSE,FALSE
American Hellenic Educational Progressive Association (AHEPA),332,American Hellenic Educational Progressive Association (AHEPA),American Hellenic Educational Progressive Association (AHEPA),100,American Hellenic Educational Progressive Association,American Hellenic Educational Progressive Association,,AHEPA,TRUE,FALSE,FALSE,FALSE,TRUE
